;;Acuan Pencarian;;ditampilkan;;;;;;;;;;;;;;;
Supplier;Name;Order;Supplier;Internal Reference;Item Number;Description;Description2;Quantity Ordered;Unit of Measure; PO Cost ;Currency;Taxable;Tax Class;Tax Rate;Receipt Date;External Reference;Transaction Date;Receipt Quantity;Receipt_Price
SCJP0022;NANDYA SOLUSI TREATINDO, PT;SC250417;SCJP0022;RC232000;AHM-FW072-O;WASHER 12,2 X 29 X 2,5;90441-GY6 -9404;312.000,00;PC;73;IDR;Yes;PPN;12,00%;30/07/2025;9,00203E+11;30/07/2025;36.000,00;2.628.000,00
SCJP0022;NANDYA SOLUSI TREATINDO, PT;SC250417;SCJP0022;RC232002;AHM-FW067-O;WASHER 12 X 24 X 2,3;90439-KWZ -9002;80.000,00;PC;50;IDR;Yes;PPN;12,00%;17/07/2025;9,00203E+11;30/07/2025;6.000,00;300.000,00
SCJP0022;NANDYA SOLUSI TREATINDO, PT;SC250356;SCJP0022;RC232001;AHM-FW046-O;WASHER 14,1 MM;90462-KWW -7400;18.000,00;PC;65;IDR;Yes;PPN;12,00%;17/07/2025;9,00203E+11;30/07/2025;4.000,00;260.000,00
SCJP0022;NANDYA SOLUSI TREATINDO, PT;SC250356;SCJP0022;RC232001;AHM-FW067-O;WASHER 12 X 24 X 2,3;90439-KWZ -9002;76.000,00;PC;50;IDR;Yes;PPN;12,00%;17/07/2025;9,00203E+11;30/07/2025;2.000,00;100.000,00
SCJP0022;NANDYA SOLUSI TREATINDO, PT;SC250417;SCJP0022;RC232082;AHM-FC133-O;COLLAR CAM CHAINTENSIONE;14531-KYZ -9000;8.000,00;PC;60;IDR;Yes;PPN;12,00%;31/07/2025;9,00203E+11;31/07/2025;2.000,00;120.000,00
SCJP0022;NANDYA SOLUSI TREATINDO, PT;SC250417;SCJP0022;RC232083;AHM-FW067-O;WASHER 12 X 24 X 2,3;90439-KWZ -9002;80.000,00;PC;50;IDR;Yes;PPN;12,00%;31/07/2025;9,00203E+11;31/07/2025;20.000,00;1.000.000,00
SCJP0022;NANDYA SOLUSI TREATINDO, PT;SC250417;SCJP0022;RC232083;AHM-FW079-O;WASHER,15X25,8X4;90401-K48 -A000;43.000,00;PC;85;IDR;Yes;PPN;12,00%;31/07/2025;9,00203E+11;31/07/2025;2.000,00;170.000,00
SCJP0023;PARKER METAL TREATMENT INDONESIA, PT;SC250271;SCJP0023;RC231174;AHM-FG012-O;GUIDE CLUTCH OUTER;22115-KPH-9001;18.000,00;PC;300;IDR;Yes;PPN;12,00%;16/07/2025;P00002228;16/07/2025;6.000,00;1.800.000,00
SCJP0023;PARKER METAL TREATMENT INDONESIA, PT;SC250400;SCJP0023;RC231175;AHM-FS067-O;SLEEVE REAR BRAKE CAM;11204-KGF -9000-H1;184.000,00;PC;345;IDR;Yes;PPN;12,00%;16/07/2025;G00015977;16/07/2025;8.000,00;2.760.000,00
SCJP0023;PARKER METAL TREATMENT INDONESIA, PT;SC250271;SCJP0023;RC231197;AHM-FS068-O;SHAFT ROCKER ARM;14451-KVB-S500;21.600,00;PC;265;IDR;Yes;PPN;12,00%;16/07/2025;P00002239;16/07/2025;10.800,00;2.862.000,00
SCJP0023;PARKER METAL TREATMENT INDONESIA, PT;SC250271;SCJP0023;RC231277;KYB-FW094-O;WASHER;13001-14738-;27.000,00;PC;450;IDR;Yes;PPN;12,00%;17/07/2025;P00002254;17/07/2025;9.000,00;4.050.000,00
SCJP0023;PARKER METAL TREATMENT INDONESIA, PT;SC250351;SCJP0023;RC231278;KYB-FW094-O;WASHER;13001-14738-;27.000,00;PC;450;IDR;Yes;PPN;12,00%;17/07/2025;P00002248;17/07/2025;9.000,00;4.050.000,00
SCJP0023;PARKER METAL TREATMENT INDONESIA, PT;SC250271;SCJP0023;RC231279;AHM-FS018-O;SHAFT REDUCTION GEAR;28132-KGH-9100;12.000,00;PC;205;IDR;Yes;PPN;12,00%;17/07/2025;G00016106;17/07/2025;8.400,00;1.722.000,00
SCJP0023;PARKER METAL TREATMENT INDONESIA, PT;SC250271;SCJP0023;RC231280;AHM-FS017-O;SHAFT REDUCTION GEAR;28132-KPH -9002;6.000,00;PC;100;IDR;Yes;PPN;12,00%;17/07/2025;G00016107;17/07/2025;3.600,00;360.000,00
SCJP0023;PARKER METAL TREATMENT INDONESIA, PT;SC250351;SCJP0023;RC231281;AHM-FP074-O;PLUG BRG PUSH;11215-KRM -8401;13.500,00;PC;155;IDR;Yes;PPN;12,00%;17/07/2025;G00016105;17/07/2025;6.000,00;930.000,00
SCJP0023;PARKER METAL TREATMENT INDONESIA, PT;SC250351;SCJP0023;RC231282;AHM-FP067-O;PLUG, BRG PUSH;11114-KWN -9000;45.000,00;PC;145;IDR;Yes;PPN;12,00%;17/07/2025;G00016104;17/07/2025;17.500,00;2.537.500,00
SCJP0023;PARKER METAL TREATMENT INDONESIA, PT;SC250400;SCJP0023;RC231283;AHM-FS067-O;SLEEVE REAR BRAKE CAM;11204-KGF -9000-H1;184.000,00;PC;345;IDR;Yes;PPN;12,00%;17/07/2025;G00016103;17/07/2025;8.000,00;2.760.000,00
SCJP0023;PARKER METAL TREATMENT INDONESIA, PT;SC250271;SCJP0023;RC231351;AHM-FS070-O;SHAFT IN ROCKER ARM;14451-KTC -9000;7.200,00;PC;305;IDR;Yes;PPN;12,00%;18/07/2025;G00016222;18/07/2025;7.200,00;2.196.000,00
SCJP0023;PARKER METAL TREATMENT INDONESIA, PT;SC250271;SCJP0023;RC231353;AHM-FS071-O;SHAFT EXH ROCKER ARM;14452-KTC-9001;7.200,00;PC;330;IDR;Yes;PPN;12,00%;18/07/2025;G00016221;18/07/2025;7.200,00;2.376.000,00
SCJP0023;PARKER METAL TREATMENT INDONESIA, PT;SC250351;SCJP0023;RC231356;AHM-FS097-O;SHAFT ROCKER ARM;14451-KVS-7400;32.000,00;PC;365;IDR;Yes;PPN;12,00%;18/07/2025;G00016223;18/07/2025;8.000,00;2.920.000,00
SCJP0023;PARKER METAL TREATMENT INDONESIA, PT;SC250351;SCJP0023;RC231359;AHM-FC170-3-O;PLATE, CLUTCH CAM;22820-K41 -N000;8.100,00;PC;465;IDR;Yes;PPN;12,00%;18/07/2025;G00016224;18/07/2025;2.400,00;1.116.000,00
SCJP0023;PARKER METAL TREATMENT INDONESIA, PT;SC250351;SCJP0023;RC231360;AHM-FC170-1-O;FLANGE, CLUTCH CAM PLATE;22820-K41 -N000;8.100,00;PC;470;IDR;Yes;PPN;12,00%;18/07/2025;G00016226;18/07/2025;2.400,00;1.128.000,00
SCJP0023;PARKER METAL TREATMENT INDONESIA, PT;SC250351;SCJP0023;RC231361;AHM-FP086-1-O;PLATE, CLUTCH LIFTER;22830-K41 -N002;8.100,00;PC;270;IDR;Yes;PPN;12,00%;18/07/2025;G00016225;18/07/2025;2.500,00;675.000,00
SCJP0023;PARKER METAL TREATMENT INDONESIA, PT;SC250351;SCJP0023;RC231363;AHM-FP005-O;PIN PISTON;13111-087-0002;120.000,00;PC;265;IDR;Yes;PPN;12,00%;18/07/2025;G00016267;18/07/2025;10.000,00;2.650.000,00
SCJP0023;PARKER METAL TREATMENT INDONESIA, PT;SC250271;SCJP0023;RC231472;AHM-FC127-O;COLLAR CLUTCH OUTER;22116-KWW -7401;12.000,00;PC;290;IDR;Yes;PPN;12,00%;21/07/2025;G00016418;21/07/2025;6.000,00;1.740.000,00
SCJP0023;PARKER METAL TREATMENT INDONESIA, PT;SC250271;SCJP0023;RC231473;AHM-FC032-O;COLLAR 19,1 X 30 X 4;23126-KWB-6001;12.000,00;PC;230;IDR;Yes;PPN;12,00%;21/07/2025;G00016419;21/07/2025;6.000,00;1.380.000,00
SCJP0023;PARKER METAL TREATMENT INDONESIA, PT;SC250271;SCJP0023;RC231474;AHM-FP068-O;PIN, PISTON;13111-KWN -9000;36.000,00;PC;255;IDR;Yes;PPN;12,00%;21/07/2025;G00016416;21/07/2025;12.000,00;3.060.000,00
SCJP0023;PARKER METAL TREATMENT INDONESIA, PT;SC250351;SCJP0023;RC231475;AHM-FP069-O;PIVOT, CAM CHAIN TENSION;14531-KZR -6000;99.000,00;PC;103;IDR;Yes;PPN;12,00%;21/07/2025;G00016417;21/07/2025;33.000,00;3.399.000,00
SCJP0023;PARKER METAL TREATMENT INDONESIA, PT;SC250351;SCJP0023;RC231481;AHM-FP005-O;PIN PISTON;13111-087-0002;120.000,00;PC;265;IDR;Yes;PPN;12,00%;21/07/2025;G00016475;21/07/2025;10.000,00;2.650.000,00
SCJP0023;PARKER METAL TREATMENT INDONESIA, PT;SC250351;SCJP0023;RC231482;AHM-FP005-O;PIN PISTON;13111-087-0002;120.000,00;PC;265;IDR;Yes;PPN;12,00%;21/07/2025;G00016474;21/07/2025;10.000,00;2.650.000,00
SCJP0023;PARKER METAL TREATMENT INDONESIA, PT;SC250351;SCJP0023;RC231606;AHM-FS006-O;SHAFT GEAR SHIFT FORK;24241-KPH-9001;12.000,00;PC;550;IDR;Yes;PPN;12,00%;23/07/2025;G00016713;23/07/2025;6.000,00;3.300.000,00
SCJP0023;PARKER METAL TREATMENT INDONESIA, PT;SC250271;SCJP0023;RC231607;AHM-FS114-O;SHAFT ROCKER ARM;14451-K56-N000;13.000,00;PC;375;IDR;Yes;PPN;12,00%;23/07/2025;G00016711;23/07/2025;13.000,00;4.875.000,00
SCJP0023;PARKER METAL TREATMENT INDONESIA, PT;SC250400;SCJP0023;RC231608;AHM-FS067-O;SLEEVE REAR BRAKE CAM;11204-KGF -9000-H1;184.000,00;PC;345;IDR;Yes;PPN;12,00%;23/07/2025;G00016712;23/07/2025;8.000,00;2.760.000,00
SCJP0023;PARKER METAL TREATMENT INDONESIA, PT;SC250211;SCJP0023;RC231690;AHM-FS017-O2;SHAFT REDUCTION GEAR;28132-KPH -9002;6.000,00;PC;235;IDR;Yes;PPN;12,00%;24/07/2025;P00002350;24/07/2025;290;68.150,00
SCJP0023;PARKER METAL TREATMENT INDONESIA, PT;SC250211;SCJP0023;RC231691;AHM-FS018-O2;SHAFT REDUCTION GEAR;28132-KGH-9100;12.000,00;PC;310;IDR;Yes;PPN;12,00%;24/07/2025;P00002348;24/07/2025;440;136.400,00
SCJP0023;PARKER METAL TREATMENT INDONESIA, PT;SC250400;SCJP0023;RC231692;AHM-FS067-O;SLEEVE REAR BRAKE CAM;11204-KGF -9000-H1;184.000,00;PC;345;IDR;Yes;PPN;12,00%;24/07/2025;G00016774;24/07/2025;8.000,00;2.760.000,00
SCJP0023;PARKER METAL TREATMENT INDONESIA, PT;SC250271;SCJP0023;RC231693;AHM-FS018-O2;SHAFT REDUCTION GEAR;28132-KGH-9100;12.000,00;PC;310;IDR;Yes;PPN;12,00%;24/07/2025;P00002349;24/07/2025;7.200,00;2.232.000,00
SCJP0023;PARKER METAL TREATMENT INDONESIA, PT;SC250271;SCJP0023;RC231694;AHM-FS017-O2;SHAFT REDUCTION GEAR;28132-KPH -9002;6.000,00;PC;235;IDR;Yes;PPN;12,00%;24/07/2025;P00002351;24/07/2025;4.200,00;987.000,00
SCJP0023;PARKER METAL TREATMENT INDONESIA, PT;SC250271;SCJP0023;RC231695;AHM-FC039-O;COLLAR CLUTCH OUTER;22116-KPH -9001;6.000,00;PC;563;IDR;Yes;PPN;12,00%;24/07/2025;P00002347;24/07/2025;3.000,00;1.689.000,00
SCJP0023;PARKER METAL TREATMENT INDONESIA, PT;SC250400;SCJP0023;RC231762;AHM-FP074-O;PLUG BRG PUSH;11215-KRM -8401;6.000,00;PC;155;IDR;Yes;PPN;12,00%;25/07/2025;G00016858;25/07/2025;3.000,00;465.000,00
SCJP0023;PARKER METAL TREATMENT INDONESIA, PT;SC250400;SCJP0023;RC231763;AHM-FP058-O;PLUG, BRG PUSH;11215-KYZ -9000;16.000,00;PC;155;IDR;Yes;PPN;12,00%;25/07/2025;G00016861;25/07/2025;6.000,00;930.000,00
SCJP0023;PARKER METAL TREATMENT INDONESIA, PT;SC250400;SCJP0023;RC231765;AHM-FP067-O;PLUG, BRG PUSH;11114-KWN -9000;45.000,00;PC;145;IDR;Yes;PPN;12,00%;25/07/2025;G00016859;25/07/2025;15.000,00;2.175.000,00
SCJP0023;PARKER METAL TREATMENT INDONESIA, PT;SC250351;SCJP0023;RC231767;AHM-FP058-O;PLUG, BRG PUSH;11215-KYZ -9000;14.000,00;PC;155;IDR;Yes;PPN;12,00%;25/07/2025;G00016860;25/07/2025;4.000,00;620.000,00
SCJP0023;PARKER METAL TREATMENT INDONESIA, PT;SC250351;SCJP0023;RC231769;AHM-FG012-O;GUIDE CLUTCH OUTER;22115-KPH-9001;18.000,00;PC;300;IDR;Yes;PPN;12,00%;25/07/2025;P00002361;25/07/2025;6.000,00;1.800.000,00
SCJP0023;PARKER METAL TREATMENT INDONESIA, PT;SC250271;SCJP0023;RC231851;HPP-FS234-O;SLEEVE,RR BRAKE CAM;11204-K4B-D000-H1;8.000,00;PC;300;IDR;Yes;PPN;12,00%;28/07/2025;G00017071;28/07/2025;6.000,00;1.800.000,00
SCJP0023;PARKER METAL TREATMENT INDONESIA, PT;SC250400;SCJP0023;RC231852;AHM-FS067-O;SLEEVE REAR BRAKE CAM;11204-KGF -9000-H1;184.000,00;PC;345;IDR;Yes;PPN;12,00%;28/07/2025;G00017063;28/07/2025;8.000,00;2.760.000,00
SCJP0023;PARKER METAL TREATMENT INDONESIA, PT;SC250351;SCJP0023;RC231853;AHM-FC170-1-O;FLANGE, CLUTCH CAM PLATE;22820-K41 -N000;8.100,00;PC;470;IDR;Yes;PPN;12,00%;28/07/2025;G00017073;28/07/2025;2.400,00;1.128.000,00
SCJP0023;PARKER METAL TREATMENT INDONESIA, PT;SC250351;SCJP0023;RC231854;AHM-FC170-3-O;PLATE, CLUTCH CAM;22820-K41 -N000;8.100,00;PC;465;IDR;Yes;PPN;12,00%;28/07/2025;G00017074;28/07/2025;2.400,00;1.116.000,00
SCJP0023;PARKER METAL TREATMENT INDONESIA, PT;SC250351;SCJP0023;RC231855;AHM-FP086-1-O;PLATE, CLUTCH LIFTER;22830-K41 -N002;8.100,00;PC;270;IDR;Yes;PPN;12,00%;28/07/2025;G00017075;28/07/2025;2.500,00;675.000,00
SCJP0023;PARKER METAL TREATMENT INDONESIA, PT;SC250351;SCJP0023;RC231856;AHM-FS082-O;SHAFT ROCKER ARM;14451-KZR -6000;80.000,00;PC;235;IDR;Yes;PPN;12,00%;28/07/2025;G00017062;28/07/2025;16.000,00;3.760.000,00
SCJP0023;PARKER METAL TREATMENT INDONESIA, PT;SC250351;SCJP0023;RC231858;AHM-FS068-O;SHAFT ROCKER ARM;14451-KVB-S500;21.600,00;PC;265;IDR;Yes;PPN;12,00%;28/07/2025;P00002393;28/07/2025;10.800,00;2.862.000,00
SCJP0023;PARKER METAL TREATMENT INDONESIA, PT;SC250351;SCJP0023;RC231859;AHM-FP069-O;PIVOT, CAM CHAIN TENSION;14531-KZR -6000;99.000,00;PC;103;IDR;Yes;PPN;12,00%;28/07/2025;G00017064;28/07/2025;33.000,00;3.399.000,00
SCJP0023;PARKER METAL TREATMENT INDONESIA, PT;SC250400;SCJP0023;RC231860;AHM-FS067-O;SLEEVE REAR BRAKE CAM;11204-KGF -9000-H1;184.000,00;PC;345;IDR;Yes;PPN;12,00%;28/07/2025;G00017072;28/07/2025;8.000,00;2.760.000,00
SCJP0023;PARKER METAL TREATMENT INDONESIA, PT;SC250351;SCJP0023;RC231873;AHM-FP005-O;PIN PISTON;13111-087-0002;120.000,00;PC;265;IDR;Yes;PPN;12,00%;28/07/2025;G00017118;28/07/2025;10.000,00;2.650.000,00
SCJP0023;PARKER METAL TREATMENT INDONESIA, PT;SC250400;SCJP0023;RC231874;AHM-FS067-O;SLEEVE REAR BRAKE CAM;11204-KGF -9000-H1;184.000,00;PC;345;IDR;Yes;PPN;12,00%;28/07/2025;G00017116;28/07/2025;8.000,00;2.760.000,00
SCJP0023;PARKER METAL TREATMENT INDONESIA, PT;SC250271;SCJP0023;RC231875;AHM-FP096-O;PIN PISTON;13111-K56-N000;10.500,00;PC;325;IDR;Yes;PPN;12,00%;28/07/2025;G00017115;28/07/2025;10.500,00;3.412.500,00
SCJP0023;PARKER METAL TREATMENT INDONESIA, PT;SC250351;SCJP0023;RC231876;AHM-FP005-O;PIN PISTON;13111-087-0002;120.000,00;PC;265;IDR;Yes;PPN;12,00%;28/07/2025;G00017117;28/07/2025;10.000,00;2.650.000,00
SCJP0023;PARKER METAL TREATMENT INDONESIA, PT;SC250351;SCJP0023;RC231925;AHM-FS082-O;SHAFT ROCKER ARM;14451-KZR -6000;80.000,00;PC;235;IDR;Yes;PPN;12,00%;29/07/2025;G00017190;29/07/2025;16.000,00;3.760.000,00
SCJP0023;PARKER METAL TREATMENT INDONESIA, PT;SC250351;SCJP0023;RC232012;AHM-FP005-O;PIN PISTON;13111-087-0002;120.000,00;PC;265;IDR;Yes;PPN;12,00%;30/07/2025;G00017293;30/07/2025;10.000,00;2.650.000,00
SCJP0023;PARKER METAL TREATMENT INDONESIA, PT;SC250351;SCJP0023;RC232114;AHM-FP005-O;PIN PISTON;13111-087-0002;120.000,00;PC;265;IDR;Yes;PPN;12,00%;31/07/2025;G00017442;31/07/2025;10.000,00;2.650.000,00
SCJP0025;PNE INDONESIA, PT;SC250352;SCJP0025;RC231306;HMI-FB171-OB;BRACE SUB ASSY FENDER AP;53705-EW011-A0;504;PC;13.375;IDR;Yes;PPN;12,00%;18/07/2025;15117;18/07/2025;48;642.000,00
SCJP0025;PNE INDONESIA, PT;SC250352;SCJP0025;RC231128;HMI-FP087-O;PLATE, AIR CLEANER SET B;17767-EW042-00;576;PC;710;IDR;Yes;PPN;12,00%;16/07/2025;15070;16/07/2025;144;102.240,00
SCJP0025;PNE INDONESIA, PT;SC250352;SCJP0025;RC231128;HMI-FP089-O;PLATE, CAB RR MOUNTING;51739-EW010-00;3.888,00;PC;1.584;IDR;Yes;PPN;12,00%;16/07/2025;15070;16/07/2025;240;380.160,00
SCJP0025;PNE INDONESIA, PT;SC250352;SCJP0025;RC231128;IAM-FB244-O;BRCKT PARK BRAKE CABLE;8976960882;384;PC;3.145;IDR;Yes;PPN;12,00%;16/07/2025;15070;16/07/2025;48;150.960,00
SCJP0025;PNE INDONESIA, PT;SC250352;SCJP0025;RC231128;IAM-FC137-O;CLAMP ASM EXH;12213-32330;630;PC;855;IDR;Yes;PPN;12,00%;16/07/2025;15070;16/07/2025;270;230.850,00
SCJP0025;PNE INDONESIA, PT;SC250272;SCJP0025;RC231131;HMI-FB171-OB;BRACE SUB ASSY FENDER AP;53705-EW011-A0;672;PC;13.375;IDR;Yes;PPN;12,00%;16/07/2025;15071;16/07/2025;24;321.000,00
SCJP0025;PNE INDONESIA, PT;SC250352;SCJP0025;RC231130;HMI-FL018-O;L BRACKET;S0870-JS0A0;2.640,00;PC;2.600;IDR;Yes;PPN;12,00%;16/07/2025;15069;16/07/2025;24;62.400,00
SCJP0025;PNE INDONESIA, PT;SC250352;SCJP0025;RC231130;HMI-FS202-O;STAY INTAKE PIPE;17138-0U010;800;PC;715;IDR;Yes;PPN;12,00%;16/07/2025;15069;16/07/2025;100;71.500,00
SCJP0025;PNE INDONESIA, PT;SC250352;SCJP0025;RC231130;IAM-FB181-O;BRKT FUEL FEED&RTN PIPE;8976961510;384;PC;990;IDR;Yes;PPN;12,00%;16/07/2025;15069;16/07/2025;144;142.560,00
SCJP0025;PNE INDONESIA, PT;SC250352;SCJP0025;RC231130;IAM-FB182-O;BRKT POWER STEERING PIPE;8976961630;384;PC;2.215;IDR;Yes;PPN;12,00%;16/07/2025;15069;16/07/2025;48;106.320,00
SCJP0025;PNE INDONESIA, PT;SC250352;SCJP0025;RC231130;IAM-FC159-O;COVER ASM ECU;P6270-53900;72;PC;5.562;IDR;Yes;PPN;12,00%;16/07/2025;15069;16/07/2025;12;66.744,00
SCJP0025;PNE INDONESIA, PT;SC250272;SCJP0025;RC231131;HMI-FB174-OB;BRACE S/A,FENDR APRON,LH;53706-EW023-00;672;PC;14.000;IDR;Yes;PPN;12,00%;16/07/2025;15071;16/07/2025;24;336.000,00
SCJP0025;PNE INDONESIA, PT;SC250272;SCJP0025;RC231131;HMI-FS155-O;SUPPORT SUB-ASSY,RR NO.1;S5022-EW012-00;48;PC;11.792;IDR;Yes;PPN;12,00%;16/07/2025;15071;16/07/2025;12;141.504,00
SCJP0025;PNE INDONESIA, PT;SC250272;SCJP0025;RC231131;IAM-FB118-O;BAR HANGER, PROP SHAFT;P2021-32250;120;PC;3.744;IDR;Yes;PPN;12,00%;16/07/2025;15071;16/07/2025;120;449.280,00
SCJP0025;PNE INDONESIA, PT;SC250352;SCJP0025;RC231306;HMI-FB174-OB;BRACE S/A,FENDR APRON,LH;53706-EW023-00;504;PC;14.000;IDR;Yes;PPN;12,00%;18/07/2025;15117;18/07/2025;24;336.000,00
SCJP0025;PNE INDONESIA, PT;SC250352;SCJP0025;RC231306;HMI-FS144-O;SUPPORT SUB-ASSY,RR NO.1;S5022-EW022-00;84;PC;11.792;IDR;Yes;PPN;12,00%;18/07/2025;15117;18/07/2025;36;424.512,00
SCJP0025;PNE INDONESIA, PT;SC250352;SCJP0025;RC231211;HMI-FP089-O;PLATE, CAB RR MOUNTING;51739-EW010-00;3.888,00;PC;1.584;IDR;Yes;PPN;12,00%;17/07/2025;15093;17/07/2025;24;38.016,00
SCJP0025;PNE INDONESIA, PT;SC250352;SCJP0025;RC231211;HMI-FS145-O;SUPPORT SUB-ASSY, RR NO.;S5022-EW031-00;60;PC;16.377;IDR;Yes;PPN;12,00%;17/07/2025;15093;17/07/2025;12;196.524,00
SCJP0025;PNE INDONESIA, PT;SC250352;SCJP0025;RC231211;HMI-FS146-O;SUPPORT SUB-ASSY,RR NO.1;S5022-EW041-00;60;PC;16.377;IDR;Yes;PPN;12,00%;17/07/2025;15093;17/07/2025;12;196.524,00
SCJP0025;PNE INDONESIA, PT;SC250272;SCJP0025;RC231212;HMI-FS145-O;SUPPORT SUB-ASSY, RR NO.;S5022-EW031-00;60;PC;16.377;IDR;Yes;PPN;12,00%;17/07/2025;15093;17/07/2025;12;196.524,00
SCJP0025;PNE INDONESIA, PT;SC250272;SCJP0025;RC231212;HMI-FS146-O;SUPPORT SUB-ASSY,RR NO.1;S5022-EW041-00;60;PC;16.377;IDR;Yes;PPN;12,00%;17/07/2025;15093;17/07/2025;12;196.524,00
SCJP0025;PNE INDONESIA, PT;SC250352;SCJP0025;RC231306;HMI-FS155-O;SUPPORT SUB-ASSY,RR NO.1;S5022-EW012-00;84;PC;11.792;IDR;Yes;PPN;12,00%;18/07/2025;15117;18/07/2025;24;283.008,00
SCJP0025;PNE INDONESIA, PT;SC250272;SCJP0025;RC231308;IAM-FB182-O;BRKT POWER STEERING PIPE;8976961630;480;PC;2.215;IDR;Yes;PPN;12,00%;18/07/2025;15119;18/07/2025;48;106.320,00
SCJP0025;PNE INDONESIA, PT;SC250352;SCJP0025;RC231307;HMI-FB162-O;BRACKET OIL TANK;15387-EW021-00;432;PC;983;IDR;Yes;PPN;12,00%;18/07/2025;15119;18/07/2025;72;70.776,00
SCJP0025;PNE INDONESIA, PT;SC250352;SCJP0025;RC231307;HMI-FP089-O;PLATE, CAB RR MOUNTING;51739-EW010-00;3.888,00;PC;1.584;IDR;Yes;PPN;12,00%;18/07/2025;15119;18/07/2025;312;494.208,00
SCJP0025;PNE INDONESIA, PT;SC250352;SCJP0025;RC231307;HMI-FS106-O;STAY ASSY RADIATOR;S16B0-EW010-00;600;PC;612;IDR;Yes;PPN;12,00%;18/07/2025;15119;18/07/2025;144;88.128,00
SCJP0025;PNE INDONESIA, PT;SC250352;SCJP0025;RC231307;IAM-FB182-O;BRKT POWER STEERING PIPE;8976961630;384;PC;2.215;IDR;Yes;PPN;12,00%;18/07/2025;15119;18/07/2025;48;106.320,00
SCJP0025;PNE INDONESIA, PT;SC250352;SCJP0025;RC231307;IAM-FB240-O;BRCKT ASM BAR HANGGER RH;P202132231;576;PC;468;IDR;Yes;PPN;12,00%;18/07/2025;15119;18/07/2025;192;89.856,00
SCJP0025;PNE INDONESIA, PT;SC250352;SCJP0025;RC231355;HMI-FP087-O;PLATE, AIR CLEANER SET B;17767-EW042-00;576;PC;710;IDR;Yes;PPN;12,00%;18/07/2025;15118;18/07/2025;144;102.240,00
SCJP0025;PNE INDONESIA, PT;SC250352;SCJP0025;RC231355;HMI-FP088-O;PLATE, AIR CLEANER SET B;17767-EW052-00;576;PC;765;IDR;Yes;PPN;12,00%;18/07/2025;15118;18/07/2025;144;110.160,00
SCJP0025;PNE INDONESIA, PT;SC250352;SCJP0025;RC231355;IAM-FB244-O;BRCKT PARK BRAKE CABLE;8976960882;384;PC;3.145;IDR;Yes;PPN;12,00%;18/07/2025;15118;18/07/2025;36;113.220,00
SCJP0025;PNE INDONESIA, PT;SC250404;SCJP0025;RC231453;HMI-FB158-O;BRACKET S/A,ENG SIDE CVR;S510Z-EW012-00;480;PC;1.638;IDR;Yes;PPN;12,00%;21/07/2025;15140;21/07/2025;60;98.280,00
SCJP0025;PNE INDONESIA, PT;SC250404;SCJP0025;RC231453;HMI-FB183-O;BRACKET SUB-ASSY RR NO.1;S502N-EW020-00;48;PC;1.201;IDR;Yes;PPN;12,00%;21/07/2025;15140;21/07/2025;48;57.648,00
SCJP0025;PNE INDONESIA, PT;SC250404;SCJP0025;RC231453;IAM-FB145-O;BRACKET ASM,BUMPER FRAME;8982057440;60;PC;4.368;IDR;Yes;PPN;12,00%;21/07/2025;15140;21/07/2025;36;157.248,00
SCJP0025;PNE INDONESIA, PT;SC250404;SCJP0025;RC231453;IAM-FB146-O;BRACKET ASM,BUMPER FRAME;8982057450;60;PC;4.368;IDR;Yes;PPN;12,00%;21/07/2025;15140;21/07/2025;36;157.248,00
SCJP0025;PNE INDONESIA, PT;SC250404;SCJP0025;RC231457;HMI-FB171-OB;BRACE SUB ASSY FENDER AP;53705-EW011-A0;456;PC;13.375;IDR;Yes;PPN;12,00%;21/07/2025;15139;21/07/2025;48;642.000,00
SCJP0025;PNE INDONESIA, PT;SC250404;SCJP0025;RC231457;HMI-FB174-OB;BRACE S/A,FENDR APRON,LH;53706-EW023-00;456;PC;14.000;IDR;Yes;PPN;12,00%;21/07/2025;15139;21/07/2025;48;672.000,00
SCJP0025;PNE INDONESIA, PT;SC250404;SCJP0025;RC231457;HMI-FS145-O;SUPPORT SUB-ASSY, RR NO.;S5022-EW031-00;72;PC;16.377;IDR;Yes;PPN;12,00%;21/07/2025;15139;21/07/2025;12;196.524,00
SCJP0025;PNE INDONESIA, PT;SC250404;SCJP0025;RC231457;HMI-FS146-O;SUPPORT SUB-ASSY,RR NO.1;S5022-EW041-00;72;PC;16.377;IDR;Yes;PPN;12,00%;21/07/2025;15139;21/07/2025;12;196.524,00
SCJP0025;PNE INDONESIA, PT;SC250404;SCJP0025;RC231457;HMI-FS149-O;SUPPORT SUB-ASSY,RR NO.2;S5024-EW014-00;72;PC;23.583;IDR;Yes;PPN;12,00%;21/07/2025;15139;21/07/2025;12;282.996,00
SCJP0025;PNE INDONESIA, PT;SC250404;SCJP0025;RC231457;HMI-FS150-O;SUPPORT SUB-ASSY,RR NO.2;S5024-EW024-00;72;PC;23.583;IDR;Yes;PPN;12,00%;21/07/2025;15139;21/07/2025;12;282.996,00
SCJP0025;PNE INDONESIA, PT;SC250404;SCJP0025;RC231491;IAM-FB181-O;BRKT FUEL FEED&RTN PIPE;8976961510;768;PC;990;IDR;Yes;PPN;12,00%;22/07/2025;15167;22/07/2025;96;95.040,00
